hospcode|hospname|hospname_short|hostype|address|road|mu|subdistcode|distcode|provcode|postcode|hoscodenew|bed|level_service|bedhos|hdc_regist|dep|hmain_sent|register_date|mcode|status|m_name|dep_name|zone_code|zone_name|chw_code|chw_name|amp_code|amp_name|tmb_code|tmb_name|bed_cmi|note|hostype_new|close_date|is_active
07572|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท้อแท้|รพ.สต.บ้านท้อแท้|18|||01|02|07|65||GA0007572|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650703|ท้อแท้|||18||1
07573|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำคบ|รพ.สต.บ้านน้ำคบ|18|||05|04|07|65||GA0007573|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650704|บ้านยาง|||18||1
07574|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านยาง|รพ.สต.บ้านยาง|18|||06|04|07|65||GA0007574|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650704|บ้านยาง|||18||1
07575|โรงพยาบาลส่งเสริมสุขภาพตำบลหินลาด|รพ.สต.หินลาด|18|||03|05|07|65||GA0007575|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650705|หินลาด|||18||1
07576|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าขอนเบน|รพ.สต.บ้านท่าขอนเบน|18|||08|05|07|65||GA0007576|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650705|หินลาด|||18||1
07577|โรงพยาบาลส่งเสริมสุขภาพตำบลคันโช้ง|รพ.สต.คันโช้ง|18|||01|06|07|65||GA0007577|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650706|คันโช้ง|||18||1
07578|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยเจียง|รพ.สต.บ้านห้วยเจียง|18|||03|06|07|65||GA0007578|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650706|คันโช้ง|||18||1
07579|โรงพยาบาลส่งเสริมสุขภาพตำบลพันชาลี|รพ.สต.พันชาลี|18|||02|02|08|65||GA0007579|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650802|พันชาลี|||18||1
07580|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสุพรรณพนมทอง|รพ.สต.บ้านสุพรรณพนมทอง|18|||08|02|08|65||GA0007580|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650802|พันชาลี|||18||1
07581|โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ระกา|รพ.สต.แม่ระกา|18|||02|03|08|65||GA0007581|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650803|แม่ระกา|||18||1
07582|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังน้ำใส|รพ.สต.บ้านวังน้ำใส|18|||08|03|08|65||GA0007582|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650803|แม่ระกา|||18||1
07583|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองปรือ|รพ.สต.บ้านหนองปรือ|18|||01|04|08|65||GA0007583|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650804|บ้านกลาง|||18||1
07584|สถานีอนามัยเฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี จ.พิษณุโลก|สอน.บ้านกลาง|18|||04|04|08|65||GA0007584|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650804|บ้านกลาง|||18||1
07586|โรงพยาบาลส่งเสริมสุขภาพตำบลวังพิกุล|รพ.สต.วังพิกุล|18|||04|05|08|65||GA0007586|0|-||1||||75000|1|องค์กรปกครองส่วนท้องถิ่น||02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650805|วังพิกุล|||21||1
07587|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงพลวง|รพ.สต.บ้านดงพลวง|18|||07|05|08|65||GA0007587|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650805|วังพิกุล|||18||1
07588|โรงพยาบาลส่งเสริมสุขภาพตำบลแก่งโสภา|รพ.สต.แก่งโสภา|18|||07|06|08|65||GA0007588|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650806|แก่งโสภา|||18||1
07589|โรงพยาบาลส่งเสริมสุขภาพตำบลท่าหมื่นราม|รพ.สต.ท่าหมื่นราม|18|||01|07|08|65||GA0007589|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650807|ท่าหมื่นราม|||18||1
07590|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองเตาอิฐ|รพ.สต.บ้านหนองเตาอิฐ|18|||03|07|08|65||GA0007590|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650807|ท่าหมื่นราม|||18||1
07591|โรงพยาบาลส่งเสริมสุขภาพตำบลวังนกแอ่น|รพ.สต.วังนกแอ่น|18|||06|08|08|65||GA0007591|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650808|วังนกแอ่น|||18||1
07592|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำพรม|รพ.สต.บ้านน้ำพรม|18|||16|08|08|65||GA0007592|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650808|วังนกแอ่น|||18||1
07593|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไผ่ใหญ่|รพ.สต.บ้านไผ่ใหญ่|18|||10|08|08|65||GA0007593|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650808|วังนกแอ่น|||18||1
07594|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองพระ|รพ.สต.หนองพระ|18|||03|09|08|65||GA0007594|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650809|หนองพระ|||18||1
07595|โรงพยาบาลส่งเสริมสุขภาพตำบลชัยนาม|รพ.สต.ชัยนาม|18|||03|10|08|65||GA0007595|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650810|ชัยนาม|||18||1
07596|โรงพยาบาลส่งเสริมสุขภาพตำบลดินทอง|รพ.สต.ดินทอง|18|||03|11|08|65||GA0007596|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650811|ดินทอง|||18||1
07597|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำปาด|รพ.สต.บ้านน้ำปาด|18|||02|01|09|65||GA0007597|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650901|ชมพู|||18||1
07598|โรงพยาบาลส่งเสริมสุขภาพตำบลชมพู|รพ.สต.ชมพู|18|||04|01|09|65||GA0007598|0|-||1||||75000|1|องค์กรปกครองส่วนท้องถิ่น||02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650901|ชมพู|||21||1
07599|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านรักไทย|รพ.สต.บ้านรักไทย|18|||07|01|09|65||GA0007599|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650901|ชมพู|||18||1
07600|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านมุง|รพ.สต.บ้านมุง|18|||02|02|09|65||GA0007600|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650902|บ้านมุง|||18||1
07601|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองขมิ้น|รพ.สต.บ้านหนองขมิ้น|18|||02|03|09|65||GA0007601|0|-||1||||75000|1|องค์กรปกครองส่วนท้องถิ่น||02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650903|ไทรย้อย|||21||1
07602|โรงพยาบาลส่งเสริมสุขภาพตำบลไทรย้อย|รพ.สต.ไทรย้อย|18|||06|03|09|65||GA0007602|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650903|ไทรย้อย|||18||1
07603|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งยาว|รพ.สต.บ้านทุ่งยาว|18|||01|04|09|65||GA0007603|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650904|วังโพรง|||18||1
07604|โรงพยาบาลส่งเสริมสุขภาพตำบลวังโพรง|รพ.สต.วังโพรง|18|||04|04|09|65||GA0007604|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650904|วังโพรง|||18||1
07605|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโปร่งไผ่|รพ.สต.บ้านโปร่งไผ่|18|||03|05|09|65||GA0007605|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650905|บ้านน้อยซุ้มขี้เหล็ก|||18||1
07606|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้อยซุ้มขี้เหล็ก|รพ.สต.บ้านน้อยซุ้มขี้เหล็ก|18|||06|05|09|65||GA0007606|0|-||1||||75000|1|องค์กรปกครองส่วนท้องถิ่น||02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650905|บ้านน้อยซุ้มขี้เหล็ก|||21||1
07607|โรงพยาบาลส่งเสริมสุขภาพตำบลวังยาง|รพ.สต.วังยาง|18|||06|07|09|65||GA0007607|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650907|วังยาง|||18||1
10611|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยทรายเหนือ|รพ.สต.บ้านห้วยทรายเหนือ|18|||06|11|02|65||GA0010611|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6502|นครไทย|650211|ห้วยเฮี้ย|||18||1
10612|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำจวง |รพ.สต.บ้านน้ำจวง |18|4||12|05|03|65||GA0010612|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6503|ชาติตระการ|650305|บ่อภาค|||18||1
10613|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนุชเทียน |รพ.สต.บ้านนุชเทียน |18|||07|05|03|65||GA0010613|0|-||1||||75000|1|องค์กรปกครองส่วนท้องถิ่น||02|เขตสุขภาพที่ 2|65|พิษณุโลก|6503|ชาติตระการ|650305|บ่อภาค|||21||1
11251|โรงพยาบาลชาติตระการ|รพ.ชาติตระการ|07|112 บ้านศรีสงคราม||05|01|03|65||EA0011251|30|โรงพยาบาลชุมชนขนาดใหญ่||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6503|ชาติตระการ|650301|ป่าแดง|30||7||1
11252|โรงพยาบาลบางระกำ|รพ.บางระกำ|07|1/3  บ้านบางระกำ||07|01|04|65||EA0011252|69|โรงพยาบาลชุมชนขนาดใหญ่|50|1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6504|บางระกำ|650401|บางระกำ|56||7||1
11253|โรงพยาบาลบางกระทุ่ม|รพ.บางกระทุ่ม|07|100 บ้านยางโทน||11|06|05|65||EA0011253|30|โรงพยาบาลชุมชนขนาดกลาง||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6505|บางกระทุ่ม|650506|ไผ่ล้อม|30||7||1
11254|โรงพยาบาลพรหมพิราม|รพ.พรหมพิราม|07|479 บ้านพรหมพิราม||01|01|06|65||EA0011254|50|โรงพยาบาลชุมชนขนาดกลาง|50|1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6506|พรหมพิราม|650601|พรหมพิราม|66||7||1
11255|โรงพยาบาลวัดโบสถ์|รพ.วัดโบสถ์|07|135 บ้านท่างาม||01|01|07|65||EA0011255|30|โรงพยาบาลชุมชนขนาดกลาง||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650701|วัดโบสถ์|30||7||1
11256|โรงพยาบาลวังทอง|รพ.วังทอง|07|491 บ้านหนองเสือ||05|01|08|65||EA0011256|68|โรงพยาบาลชุมชนขนาดใหญ่|120|1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650801|วังทอง|68||7||1
11257|โรงพยาบาลเนินมะปราง|รพ.เนินมะปราง|07|364  บ้านเนินมะปราง||02|06|09|65||EA0011257|33|โรงพยาบาลชุมชนขนาดกลาง||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650906|เนินมะปราง|39||7||1
11455|โรงพยาบาลสมเด็จพระยุพราชนครไทย|รพ.สมเด็จพระยุพราชนครไทย|07|111 ||07|01|02|65|65120|EA0011455|118|โรงพยาบาลชุมชนแม่ข่าย||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6502|นครไทย|650201|นครไทย|88||7||1
11517|โรงพยาบาลค่ายสมเด็จพระนเรศวร|รพ.ค่ายสมเด็จพระนเรศวร|12|9||00|14|01|65|65000|FA0011517|186|-||1|00000|||02000|1|กระทรวงกลาโหม|-|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650114|บ้านคลอง|||12||1
11797|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสระโคล่|รพ.สต.บ้านสระโคล่|18|19 ||10|11|01|65||GA0011797|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650111|หัวรอ|||18||1
11798|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแหลมโพธิ์|รพ.สต.บ้านแหลมโพธิ์|18|||09|13|01|65||GA0011798|0|-||1|00000|||75000|1|องค์กรปกครองส่วนท้องถิ่น|-|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650113|บ้านกร่าง|||21||1
11803|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกรับพวง|รพ.สต.บ้านกรับพวง|18|||01|04|04|65||GA0011803|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6504|บางระกำ|650404|วังอิทก|||18||1
14055|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านร้องยุ้งข้าว|รพ.สต.บ้านร้องยุ้งข้าว|18|||09|08|01|65||GA0014055|0|-||1||||75000|1|องค์กรปกครองส่วนท้องถิ่น||02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650108|ดอนทอง|||21||1
14056|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแหลมมะค่า|รพ.สต.บ้านแหลมมะค่า|18|||11|03|04|65||GA0014056|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6504|บางระกำ|650403|พันเสา|||18||1
14057|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขอนอ้าปาก|รพ.สต.บ้านขอนอ้าปาก|18|||10|02|05|65||GA0014057|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6505|บางกระทุ่ม|650502|บ้านไร่|||18||1
14058|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบึงช้าง|รพ.สต.บ้านบึงช้าง|18|||10|06|05|65||GA0014058|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6505|บางกระทุ่ม|650506|ไผ่ล้อม|||18||1
14059|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสันติบันเทิง|รพ.สต.บ้านสันติบันเทิง|18|||07|08|05|65||GA0014059|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6505|บางกระทุ่ม|650508|เนินกุ่ม|||18||1
14060|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองตาล|รพ.สต.บ้านคลองตาล|18|||08|09|06|65||GA0014060|0|-||1|00000|||75000|1|องค์กรปกครองส่วนท้องถิ่น|-|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6506|พรหมพิราม|650609|หนองแขม|||21||1
14061|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท้องโพลง|รพ.สต.บ้านท้องโพลง|18|||03|12|06|65||GA0014061|0|-||1||||75000|1|องค์กรปกครองส่วนท้องถิ่น||02|เขตสุขภาพที่ 2|65|พิษณุโลก|6506|พรหมพิราม|650612|ดงประคำ|||21||1
14972|โรงพยาบาลมหาวิทยาลัยนเรศวร|รพ.มหาวิทยาลัยนเรศวร|12|||00|06|01|65||FA0014972|100|-||1|00000|||23000|1|กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม|-|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650120|ท่าโพธิ์|||12||1
24667|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกระบัง|รพ.สต.บ้านกระบัง|18|||02|05|06|65|65150|GA0024667||-||1|00000||10/1/2011|75000|1|องค์กรปกครองส่วนท้องถิ่น|-|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6506|พรหมพิราม|650605|หอกลอง|||21||1
25022|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแสนสุขพัฒนา|รพ.สต.บ้านแสนสุขพัฒนา|18|248 ||20|08|08|65|65220|GA0025022||-||1|21002||1/10/2012|21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650808|วังนกแอ่น|||18||1
77610|ศูนย์สุขภาพเมืองพิษณุโลก|ศูนย์ฯเมืองพิษณุโลก|08|5/6  ถนนพระองค์ดำ||00|01|01|65|65000|GA0077610||-||1|21002||1/9/2015|21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650101|ในเมือง|||8||1
77743|ศูนย์สุขภาพชุมชนโรงพยาบาลวังทอง|ศูนย์ฯรพ.วังทอง|08|69 ||13|01|08|65|65130|GA0077743||-||1|21002||2/4/2001|21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650801|วังทอง|||8||1
77747|ศูนย์สุขภาพชุมชนร่วมใจ|ศูนย์ฯร่วมใจ|08|653 ||08|01|08|65|65130|GA0077747||-||1|21002||27/11/2001|21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650801|วังทอง|||8||1
41429|โรงพยาบาลจิตเวชพิษณุโลก|รพ.จิตเวชพิษณุโลก|11|999||02|06|08|65|65220|EA0041429|110||120|1|21008|||21000|1|กระทรวงสาธารณสุข|กรมสุขภาพจิต|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650806|แก่งโสภา|||11||1
10676|โรงพยาบาลพุทธชินราช|รพ.พุทธชินราช|05|90 ถ.ศรีธรรมไตรปิฎก ||00|01|01|65|65000|EA0010676|1020|โรงพยาบาลศูนย์||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650101|ในเมือง|940||5||1
22757|สถานพยาบาลเรือนจำกลางพิษณุโลก|สถานพยาบาลเรือนจำกลางพิษณุโลก|13|999 ถ.พิษณุโลก - หล่มสัก ||08|01|08|65|65130|GA0022757|0|-||1|00000|||16000|1|กระทรวงยุติธรรม|-|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650801|วังทอง|||13||1
22795|สถานพยาบาลเรือนจำจังหวัดพิษณุโลก|สถานพยาบาลเรือนจำจังหวัดพิษณุโลก|13|611 ถ.พิษณุโลก - หล่มสัก ||08|01|08|65|65130|GA0022795|0|-||1|00000|||16000|1|กระทรวงยุติธรรม|-|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650801|วังทอง|||13||1
22863|สถานพยาบาลทัณฑสถานหญิงพิษณุโลก|สถานพยาบาลทัณฑสถานหญิงพิษณุโลก|13|801 ถ.พิษณุโลก - หล่มสัก ||08|01|08|65|65130|GA0022863|0|-||1|00000|||16000|1|กระทรวงยุติธรรม|-|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650801|วังทอง|||13||1
07585|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านใหม่ชัยเจริญ|รพ.สต.บ้านใหม่ชัยเจริญ|18|||06|04|08|65||GA0007585|0|-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6508|วังทอง|650804|บ้านกลาง|||18||1
77742|ศูนยสุขภาพชุมชนโรงพยาบาลวัดโบสถ์|ศูนย์ฯรพ.วัดโบสถ์|08|778||04|01|07|65||GA0077742|0|-||1|21002||1/9/2011|21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6507|วัดโบสถ์|650704|วัดโบสถ์|||8||0
77748|ศูนย์สุขภาพชุมชนโรงพยาบาลเนินมะปราง|ศูนย์ฯรพ.เนินมะปราง|08| ||02|06|09|65|65190|GA0077748||-||1|21002||9/11/2006|21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6509|เนินมะปราง|650906|เนินมะปราง|||8||0
77749|ศูนย์สุขภาพเมืองอรัญญิก|ศูนย์ฯเมืองอรัญญิก|08|บ้านหนองปลาค้าว||06|17|01|65|65000|GA0077749||-||1|21002||1/11/2011|21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650117|อรัญญิก|||8||1
77750|ศูนย์สุขภาพชุมชนเมืองเขื่อนขันธ์|ศูนย์ฯเมืองเขื่อนขันธ์|08|||03|17|01|65||GA0077750||-||1|21002|||21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6501|เมืองพิษณุโลก|650117|อรัญญิก|||8||1
77744|ศูนย์สุขภาพชุมชนตำบลบางระกำ|ศูนย์ฯตำบลบางระกำ|08|609 ||04|07|04|65||GA0077744|0|||1|21002||1/4/1997|21000|1|กระทรวงสาธารณสุข|สำนักงานปลัดกระทรวงสาธารณสุข|02|เขตสุขภาพที่ 2|65|พิษณุโลก|6504|บางระกำ|650407|บางระกำ|||8||0
